,movieID,recomendation,movie name,recomendation name
419,694,7347,"Substitute, The (1996)",Secret Window (2004)
420,697,1,Feeling Minnesota (1996),Toy Story (1995)
421,700,76251,Angus (1995),Kick-Ass (2010)
422,704,3802,"Quest, The (1996)",Freejack (1992)
423,707,70599,Mulholland Falls (1996),"Time Traveler's Wife, The (2009)"
424,708,231,"Truth About Cats & Dogs, The (1996)",Dumb & Dumber (Dumb and Dumber) (1994)
425,709,2099,Oliver & Company (1988),Song of the South (1946)
426,710,66371,Celtic Pride (1996),Departures (Okuribito) (2008)
427,711,1959,Flipper (1996),Out of Africa (1985)
428,714,47629,Dead Man (1995),The Queen (2006)
429,718,1240,"Visitors, The (Visiteurs, Les) (1993)","Terminator, The (1984)"
430,719,628,Multiplicity (1996),Primal Fear (1996)
431,720,3578,Wallace & Gromit: The Best of Aardman Animation (1996),Gladiator (2000)
432,724,1221,"Craft, The (1996)","Godfather: Part II, The (1974)"
433,725,27803,"Great White Hype, The (1996)","Sea Inside, The (Mar adentro) (2004)"
434,728,110882,Cold Comfort Farm (1995),Locke (2013)
435,733,104879,"Rock, The (1996)",Prisoners (2013)
436,735,914,Cemetery Man (Dellamorte Dellamore) (1994),My Fair Lady (1964)
437,736,828,Twister (1996),"Adventures of Pinocchio, The (1996)"
438,737,1,Barb Wire (1996),Toy Story (1995)
439,741,1584,Ghost in the Shell (Kôkaku kidôtai) (1995),Contact (1997)
440,742,2042,Thinner (1996),D2: The Mighty Ducks (1994)
441,743,1,Spy Hard (1996),Toy Story (1995)
442,745,8644,Wallace & Gromit: A Close Shave (1995),"I, Robot (2004)"
443,748,1,"Arrival, The (1996)",Toy Story (1995)
444,750,235,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Ed Wood (1994)
445,761,2717,"Phantom, The (1996)",Ghostbusters II (1989)
446,762,2124,Striptease (1996),"Addams Family, The (1991)"
447,765,1,Jack (1996),Toy Story (1995)
448,766,6711,I Shot Andy Warhol (1996),Lost in Translation (2003)
449,778,33794,Trainspotting (1996),Batman Begins (2005)
450,780,527,Independence Day (a.k.a. ID4) (1996),Schindler's List (1993)
451,781,1,Stealing Beauty (1996),Toy Story (1995)
452,782,471,"Fan, The (1996)","Hudsucker Proxy, The (1994)"
453,783,6365,"Hunchback of Notre Dame, The (1996)","Matrix Reloaded, The (2003)"
454,784,3052,"Cable Guy, The (1996)",Dogma (1999)
455,785,11,Kingpin (1996),"American President, The (1995)"
456,786,1240,Eraser (1996),"Terminator, The (1984)"
457,788,8360,"Nutty Professor, The (1996)",Shrek 2 (2004)
458,798,127098,Daylight (1996),Louis C.K.: Live at The Comedy Store (2015)
459,799,1,"Frighteners, The (1996)",Toy Story (1995)
460,800,112,Lone Star (1996),Rumble in the Bronx (Hont faan kui) (1995)
461,801,2344,Harriet the Spy (1996),Runaway Train (1985)
462,802,2997,Phenomenon (1996),Being John Malkovich (1999)
463,804,1,She's the One (1996),Toy Story (1995)
464,805,1293,"Time to Kill, A (1996)",Gandhi (1982)
465,809,1097,Fled (1996),E.T. the Extra-Terrestrial (1982)
466,810,48385,Kazaam (1996),Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)
467,818,101864,"Very Brady Sequel, A (1996)",Oblivion (2013)
468,828,1,"Adventures of Pinocchio, The (1996)",Toy Story (1995)
469,829,5093,Joe's Apartment (1996),Collateral Damage (2002)
470,830,466,"First Wives Club, The (1996)",Hot Shots! Part Deux (1993)
471,832,1127,Ransom (1996),"Abyss, The (1989)"
472,833,69524,High School High (1996),Raiders of the Lost Ark: The Adaptation (1989)
473,836,1,Chain Reaction (1996),Toy Story (1995)
474,837,230,Matilda (1996),Dolores Claiborne (1995)
475,838,541,Emma (1996),Blade Runner (1982)
476,839,187593,"Crow: City of Angels, The (1996)",Deadpool 2 (2018)
477,842,4865,Tales from the Crypt Presents: Bordello of Blood (1996),From Hell (2001)
478,848,1204,"Spitfire Grill, The (1996)",Lawrence of Arabia (1962)
479,849,4262,Escape from L.A. (1996),Scarface (1983)
480,851,842,Basquiat (1996),Tales from the Crypt Presents: Bordello of Blood (1996)
481,852,34,Tin Cup (1996),Babe (1995)
482,858,1198,"Godfather, The (1972)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
483,861,4086,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),"Big Easy, The (1987)"
484,866,282,Bound (1996),Nell (1994)
485,879,1974,"Relic, The (1997)",Friday the 13th (1980)
486,880,1,"Island of Dr. Moreau, The (1996)",Toy Story (1995)
487,881,948,First Kid (1996),Giant (1956)
488,886,260,Bulletproof (1996),Star Wars: Episode IV - A New Hope (1977)
489,891,2380,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Police Academy 3: Back in Training (1986)
490,892,1211,Twelfth Night (1996),"Wings of Desire (Himmel über Berlin, Der) (1987)"
491,898,898,"Philadelphia Story, The (1940)","Philadelphia Story, The (1940)"
492,899,1185,Singin' in the Rain (1952),My Left Foot (1989)
493,900,33794,"American in Paris, An (1951)",Batman Begins (2005)
494,901,5782,Funny Face (1957),"Professional, The (Le professionnel) (1981)"
495,902,2401,Breakfast at Tiffany's (1961),Pale Rider (1985)
496,903,8784,Vertigo (1958),Garden State (2004)
497,904,86377,Rear Window (1954),Louis C.K.: Shameless (2007)
498,905,7323,It Happened One Night (1934),"Good bye, Lenin! (2003)"
499,906,6810,Gaslight (1944),Sleeping with the Enemy (1991)
500,908,35836,North by Northwest (1959),"40-Year-Old Virgin, The (2005)"
501,909,1089,"Apartment, The (1960)",Reservoir Dogs (1992)
502,910,1196,Some Like It Hot (1959),Star Wars: Episode V - The Empire Strikes Back (1980)
503,911,1,Charade (1963),Toy Story (1995)
504,912,1947,Casablanca (1942),West Side Story (1961)
505,913,1968,"Maltese Falcon, The (1941)","Breakfast Club, The (1985)"
506,914,4641,My Fair Lady (1964),Ghost World (2001)
507,915,3949,Sabrina (1954),Requiem for a Dream (2000)
508,916,1,Roman Holiday (1953),Toy Story (1995)
509,917,1,"Little Princess, The (1939)",Toy Story (1995)
510,918,2176,Meet Me in St. Louis (1944),Rope (1948)
511,919,4973,"Wizard of Oz, The (1939)","Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
512,920,2692,Gone with the Wind (1939),Run Lola Run (Lola rennt) (1998)
513,921,68791,My Favorite Year (1982),Terminator Salvation (2009)
514,922,2336,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Elizabeth (1998)
515,923,945,Citizen Kane (1941),Top Hat (1935)
516,924,1237,2001: A Space Odyssey (1968),"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
517,926,5618,All About Eve (1950),Spirited Away (Sen to Chihiro no kamikakushi) (2001)
518,928,6711,Rebecca (1940),Lost in Translation (2003)
519,930,1238,Notorious (1946),Local Hero (1983)
520,931,1,Spellbound (1945),Toy Story (1995)
521,932,6263,"Affair to Remember, An (1957)",Basic (2003)
522,933,105504,To Catch a Thief (1955),Captain Phillips (2013)
523,934,1198,Father of the Bride (1950),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
524,936,1959,Ninotchka (1939),Out of Africa (1985)
525,938,1302,Gigi (1958),Field of Dreams (1989)
526,940,95873,"Adventures of Robin Hood, The (1938)",Ruby Sparks (2012)
527,942,7293,Laura (1944),50 First Dates (2004)
528,943,1,"Ghost and Mrs. Muir, The (1947)",Toy Story (1995)
529,944,3825,Lost Horizon (1937),Coyote Ugly (2000)
530,945,581,Top Hat (1935),"Celluloid Closet, The (1995)"
531,946,2208,To Be or Not to Be (1942),"Lady Vanishes, The (1938)"
532,947,1960,My Man Godfrey (1936),"Last Emperor, The (1987)"
533,948,1975,Giant (1956),Friday the 13th Part 2 (1981)
534,949,265,East of Eden (1955),Like Water for Chocolate (Como agua para chocolate) (1992)
535,950,1251,"Thin Man, The (1934)",8 1/2 (8½) (1963)
536,951,1244,His Girl Friday (1940),Manhattan (1979)
537,952,3863,Around the World in 80 Days (1956),"Cell, The (2000)"
538,953,946,It's a Wonderful Life (1946),To Be or Not to Be (1942)
539,954,4873,Mr. Smith Goes to Washington (1939),Waking Life (2001)
540,955,905,Bringing Up Baby (1938),It Happened One Night (1934)
541,965,1947,"39 Steps, The (1935)",West Side Story (1961)
542,968,750,Night of the Living Dead (1968),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
543,969,2144,"African Queen, The (1951)",Sixteen Candles (1984)
544,971,662,Cat on a Hot Tin Roof (1958),Fear (1996)
545,986,5159,Fly Away Home (1996),Ferngully: The Last Rainforest (1992)
546,991,165551,Michael Collins (1996),Lion (2016)
547,994,7235,Big Night (1996),Ichi the Killer (Koroshiya 1) (2001)
548,996,26133,Last Man Standing (1996),"Charlie Brown Christmas, A (1965)"
549,999,4231,2 Days in the Valley (1996),Someone Like You (2001)
550,1003,1,Extreme Measures (1996),Toy Story (1995)
551,1004,95207,"Glimmer Man, The (1996)",Abraham Lincoln: Vampire Hunter (2012)
552,1005,1779,D3: The Mighty Ducks (1996),Sphere (1998)
553,1006,4467,"Chamber, The (1996)","Adventures of Baron Munchausen, The (1988)"
554,1007,1024,"Apple Dumpling Gang, The (1975)","Three Caballeros, The (1945)"
555,1009,1197,Escape to Witch Mountain (1975),"Princess Bride, The (1987)"
556,1010,2202,"Love Bug, The (1969)",Lifeboat (1944)
557,1011,3705,Herbie Rides Again (1974),Bird on a Wire (1990)
558,1012,1265,Old Yeller (1957),Groundhog Day (1993)
559,1013,1961,"Parent Trap, The (1961)",Rain Man (1988)
560,1014,1748,Pollyanna (1960),Dark City (1998)
561,1015,96691,Homeward Bound: The Incredible Journey (1993),Resident Evil: Retribution (2012)
562,1016,1,"Shaggy Dog, The (1959)",Toy Story (1995)
563,1017,154,Swiss Family Robinson (1960),Beauty of the Day (Belle de jour) (1967)
564,1018,4866,That Darn Cat! (1965),"Last Castle, The (2001)"
565,1019,1042,"20,000 Leagues Under the Sea (1954)",That Thing You Do! (1996)
566,1020,14,Cool Runnings (1993),Nixon (1995)
567,1021,70293,Angels in the Outfield (1994),Julie & Julia (2009)
568,1022,110127,Cinderella (1950),Noah (2014)
569,1023,1028,Winnie the Pooh and the Blustery Day (1968),Mary Poppins (1964)
570,1024,3196,"Three Caballeros, The (1945)",Stalag 17 (1953)
571,1025,1256,"Sword in the Stone, The (1963)",Duck Soup (1933)
572,1027,5952,Robin Hood: Prince of Thieves (1991),"Lord of the Rings: The Two Towers, The (2002)"
573,1028,3,Mary Poppins (1964),Grumpier Old Men (1995)
574,1029,165,Dumbo (1941),Die Hard: With a Vengeance (1995)
575,1030,1527,Pete's Dragon (1977),"Fifth Element, The (1997)"
576,1031,1376,Bedknobs and Broomsticks (1971),Star Trek IV: The Voyage Home (1986)
577,1032,168612,Alice in Wonderland (1951),Ghost in the Shell (2017)
578,1033,79132,"Fox and the Hound, The (1981)",Inception (2010)
579,1034,2707,Freeway (1996),Arlington Road (1999)
580,1035,95167,"Sound of Music, The (1965)",Brave (2012)
581,1036,104,Die Hard (1988),Happy Gilmore (1996)
582,1037,62,"Lawnmower Man, The (1992)",Mr. Holland's Opus (1995)
583,1041,1,Secrets & Lies (1996),Toy Story (1995)
584,1042,1287,That Thing You Do! (1996),Ben-Hur (1959)
585,1043,2355,To Gillian on Her 37th Birthday (1996),"Bug's Life, A (1998)"
586,1046,34,Beautiful Thing (1996),Babe (1995)
587,1047,17,"Long Kiss Goodnight, The (1996)",Sense and Sensibility (1995)
588,1049,590,"Ghost and the Darkness, The (1996)",Dances with Wolves (1990)
589,1050,3181,Looking for Richard (1996),Titus (1999)
590,1051,97306,Trees Lounge (1996),Seven Psychopaths (2012)
591,1057,1,Everyone Says I Love You (1996),Toy Story (1995)
592,1059,55280,William Shakespeare's Romeo + Juliet (1996),Lars and the Real Girl (2007)
593,1060,56174,Swingers (1996),I Am Legend (2007)
594,1061,923,Sleepers (1996),Citizen Kane (1941)
595,1066,1010,Shall We Dance (1937),"Love Bug, The (1969)"
596,1073,3252,Willy Wonka & the Chocolate Factory (1971),Scent of a Woman (1992)
597,1077,750,Sleeper (1973),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
598,1078,1100,Bananas (1971),Days of Thunder (1990)
599,1079,3408,"Fish Called Wanda, A (1988)",Erin Brockovich (2000)
600,1080,1291,Monty Python's Life of Brian (1979),Indiana Jones and the Last Crusade (1989)
601,1081,3210,Victor/Victoria (1982),Fast Times at Ridgemont High (1982)
602,1082,6,"Candidate, The (1972)",Heat (1995)
603,1083,1,"Great Race, The (1965)",Toy Story (1995)
604,1084,1179,Bonnie and Clyde (1967),"Grifters, The (1990)"
605,1085,1678,"Old Man and the Sea, The (1958)","Joy Luck Club, The (1993)"
606,1086,32,Dial M for Murder (1954),Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
607,1088,7153,Dirty Dancing (1987),"Lord of the Rings: The Return of the King, The (2003)"
608,1089,111362,Reservoir Dogs (1992),X-Men: Days of Future Past (2014)
609,1090,8985,Platoon (1986),Blade: Trinity (2004)
610,1091,356,Weekend at Bernie's (1989),Forrest Gump (1994)
611,1092,1527,Basic Instinct (1992),"Fifth Element, The (1997)"
612,1093,2858,"Doors, The (1991)",American Beauty (1999)
613,1094,3984,"Crying Game, The (1992)",Diamonds Are Forever (1971)
614,1095,1603,Glengarry Glen Ross (1992),Mimic (1997)
615,1096,3435,Sophie's Choice (1982),Double Indemnity (1944)
616,1097,51255,E.T. the Extra-Terrestrial (1982),Hot Fuzz (2007)
617,1099,1288,"Christmas Carol, A (1938)",This Is Spinal Tap (1984)
618,1100,1,Days of Thunder (1990),Toy Story (1995)
619,1101,1221,Top Gun (1986),"Godfather: Part II, The (1974)"
620,1103,1,Rebel Without a Cause (1955),Toy Story (1995)
621,1104,1242,"Streetcar Named Desire, A (1951)",Glory (1989)
622,1111,1,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Toy Story (1995)
623,1120,858,"People vs. Larry Flynt, The (1996)","Godfather, The (1972)"
624,1124,3198,On Golden Pond (1981),Papillon (1973)
625,1125,65,"Return of the Pink Panther, The (1975)",Bio-Dome (1996)
626,1126,7369,Drop Dead Fred (1991),Scooby-Doo 2: Monsters Unleashed (2004)
627,1127,6502,"Abyss, The (1989)",28 Days Later (2002)
628,1128,1,"Fog, The (1980)",Toy Story (1995)
629,1129,1304,Escape from New York (1981),Butch Cassidy and the Sundance Kid (1969)
630,1130,1,"Howling, The (1980)",Toy Story (1995)
631,1131,5530,Jean de Florette (1986),Simone (S1m0ne) (2002)
632,1132,1250,Manon of the Spring (Manon des sources) (1986),"Bridge on the River Kwai, The (1957)"
633,1135,1197,Private Benjamin (1980),"Princess Bride, The (1987)"
634,1136,500,Monty Python and the Holy Grail (1975),Mrs. Doubtfire (1993)
635,1147,85020,When We Were Kings (1996),"Mechanic, The (2011)"
636,1148,778,Wallace & Gromit: The Wrong Trousers (1993),Trainspotting (1996)
637,1150,1,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Toy Story (1995)
638,1161,1276,"Tin Drum, The (Blechtrommel, Die) (1979)",Cool Hand Luke (1967)
639,1171,2146,Bob Roberts (1992),St. Elmo's Fire (1985)
640,1172,2871,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Deliverance (1972)
641,1173,1303,"Cook the Thief His Wife & Her Lover, The (1989)","Man Who Would Be King, The (1975)"
642,1175,5618,Delicatessen (1991),Spirited Away (Sen to Chihiro no kamikakushi) (2001)
643,1176,1,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Toy Story (1995)
644,1177,1339,Enchanted April (1992),Dracula (Bram Stoker's Dracula) (1992)
645,1178,11,Paths of Glory (1957),"American President, The (1995)"
646,1179,3421,"Grifters, The (1990)",Animal House (1978)
647,1183,2006,"English Patient, The (1996)","Mask of Zorro, The (1998)"
648,1185,2396,My Left Foot (1989),Shakespeare in Love (1998)
649,1186,1,"Sex, Lies, and Videotape (1989)",Toy Story (1995)
650,1187,2355,Passion Fish (1992),"Bug's Life, A (1998)"
651,1188,838,Strictly Ballroom (1992),Emma (1996)
652,1189,1,"Thin Blue Line, The (1988)",Toy Story (1995)
653,1190,4639,Tie Me Up! Tie Me Down! (¡Átame!) (1990),America's Sweethearts (2001)
654,1191,49278,Madonna: Truth or Dare (1991),Déjà Vu (Deja Vu) (2006)
655,1192,1,Paris Is Burning (1990),Toy Story (1995)
656,1193,901,One Flew Over the Cuckoo's Nest (1975),Funny Face (1957)
657,1194,3705,Cheech and Chong's Up in Smoke (1978),Bird on a Wire (1990)
658,1196,4993,Star Wars: Episode V - The Empire Strikes Back (1980),"Lord of the Rings: The Fellowship of the Ring, The (2001)"
659,1197,2542,"Princess Bride, The (1987)","Lock, Stock & Two Smoking Barrels (1998)"
660,1198,1196,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Star Wars: Episode V - The Empire Strikes Back (1980)
661,1199,1232,Brazil (1985),Stalker (1979)
662,1200,1210,Aliens (1986),Star Wars: Episode VI - Return of the Jedi (1983)
663,1201,1127,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)","Abyss, The (1989)"
664,1202,69757,Withnail & I (1987),(500) Days of Summer (2009)
665,1203,2329,12 Angry Men (1957),American History X (1998)
666,1204,5630,Lawrence of Arabia (1962),Red Dragon (2002)
667,1206,4979,"Clockwork Orange, A (1971)","Royal Tenenbaums, The (2001)"
668,1207,593,To Kill a Mockingbird (1962),"Silence of the Lambs, The (1991)"
669,1208,2318,Apocalypse Now (1979),Happiness (1998)
670,1209,4226,Once Upon a Time in the West (C'era una volta il West) (1968),Memento (2000)
671,1210,68358,Star Wars: Episode VI - Return of the Jedi (1983),Star Trek (2009)
672,1211,2932,"Wings of Desire (Himmel über Berlin, Der) (1987)",Days of Heaven (1978)
673,1212,1260,"Third Man, The (1949)",M (1931)
674,1213,1674,Goodfellas (1990),Witness (1985)
675,1214,260,Alien (1979),Star Wars: Episode IV - A New Hope (1977)
676,1215,1,Army of Darkness (1993),Toy Story (1995)
677,1216,1,"Big Blue, The (Grand bleu, Le) (1988)",Toy Story (1995)
678,1217,2009,Ran (1985),Soylent Green (1973)
679,1218,3246,"Killer, The (Die xue shuang xiong) (1989)",Malcolm X (1992)
680,1219,6639,Psycho (1960),Wait Until Dark (1967)
681,1220,1219,"Blues Brothers, The (1980)",Psycho (1960)
682,1221,6893,"Godfather: Part II, The (1974)","Italian Job, The (1969)"
683,1222,6662,Full Metal Jacket (1987),"Pink Panther, The (1963)"
684,1223,88129,"Grand Day Out with Wallace and Gromit, A (1989)",Drive (2011)
685,1224,3039,Henry V (1989),Trading Places (1983)
686,1225,1225,Amadeus (1984),Amadeus (1984)
687,1226,2416,"Quiet Man, The (1952)",Back to School (1986)
688,1227,3254,Once Upon a Time in America (1984),Wayne's World 2 (1993)
689,1228,1097,Raging Bull (1980),E.T. the Extra-Terrestrial (1982)
690,1230,1073,Annie Hall (1977),Willy Wonka & the Chocolate Factory (1971)
691,1231,541,"Right Stuff, The (1983)",Blade Runner (1982)
692,1232,3684,Stalker (1979),"Fabulous Baker Boys, The (1989)"
693,1233,714,"Boot, Das (Boat, The) (1981)",Dead Man (1995)
694,1234,1517,"Sting, The (1973)",Austin Powers: International Man of Mystery (1997)
695,1235,527,Harold and Maude (1971),Schindler's List (1993)
696,1237,1580,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Men in Black (a.k.a. MIB) (1997)
697,1238,1225,Local Hero (1983),Amadeus (1984)
698,1240,3984,"Terminator, The (1984)",Diamonds Are Forever (1971)
699,1241,59369,Dead Alive (Braindead) (1992),Taken (2008)
700,1242,50,Glory (1989),"Usual Suspects, The (1995)"
701,1243,1584,Rosencrantz and Guildenstern Are Dead (1990),Contact (1997)
702,1244,7153,Manhattan (1979),"Lord of the Rings: The Return of the King, The (2003)"
